cphl_facility_id,cphl_facility_name,dhis2_facility_name,dhis2_facility_uid,dhis2_district_uid
2893,Jinja Main Prison H/C III,Jinja Main Prison HC III,aITcTSaL6bT,aJR2ZxSH7g4
1966,Jinja Police H/C III (Maternity),Jinja Police HC III,QPEq1rVFQA7,aJR2ZxSH7g4
222,Jinja Regional Ref Hospital,Jinja Regional Ref Hospital,SZS6IdnTKZR,aJR2ZxSH7g4
2864,Jinja Remand Prison HC II,Jinja Remand Prison HC II,zMdacW81fkW,aJR2ZxSH7g4
2529,Jjanda H/C III,Jjanda HC III,mfPV8jsUnyy,aIahLLmtvgT
1856,Joy Medical Center (Mbale  ),Joy Medical Center HC II,aaI3qQuFct4,yuo5ielNL7W
1426,JOY Medical Centre(Kampala),Joy Medical Centre HC III,O2ISli6TrDu,aXmBzv61LbM
8215,Jumbo Medical Clinic,Jumbo Medical Clinic HCII,JP9lxuDjeey,aXmBzv61LbM
2689,Jupanziri H/C III,Jupanziri HC III,T2ENFWE19Bu,Xjc0LDFa5gW
2527,Juru H/C II,Juru  HC II NGO,au6l6u0QySf,UaR7OHycj8c
223,Kaabong Hospital,Kaabong Hospital,pATBoZZRddT,eOJUW6OGpc7
3170,Kaabong Mission H/C III,Kaabong Mission HC III,jvPJLFJ3Rt1,eOJUW6OGpc7
1478,Kabaale H/C III(KALUNGU),Kalungu Kabaale HC II GOVT,Cx3eXkf07dC,ahyi8Uq4vaj
987,Kabale H/C III (Hoima),Kabaale HC III,SuNPmvsGklv,PJFtfCyp6Rb
783,Kabale H/C III (Kabale),Kabale Clinic HC II,FDsxTQr4vWf,zBIpPzKYFLp
224,Kabale R R Hospital,Kabale Regional Ref Hospital,K2BGHpaUluP,zBIpPzKYFLp
2582,Kabalega Medical Centre,Kabalega Medical Centre HC III,Z89GR8j6LFL,PJFtfCyp6Rb
865,Kabamba H/C III,Kabamba/Kabamba Barracks HC III,feHZtyy5zKn,lzWuB6bCQeV
2553,Kabambiro H/C III,Kabambiro HC II,HbRR9Kem65L,uCVQXAdKqL9
2410,Kabanga H/C III,Kabanga HC III,hFO29Yr6ysA,a0DfYpC2Rwl
225,Kabarole Hospital C.O.U,Kabarole Hospital,gLhqifDs7hU,m77oR1YJESj
2612,Kabarwa H/C III,Kabarwa HC III,aowpXPkRtAt,tdZbtg9sZkO
3086,Kundago H/C II,Kandago HC II,NkER3oDFQZb,zBIpPzKYFLp
2541,Kabatunda H/C III,Kabatunda HC III,sVrJn8E1ypr,aa8xVDzSpte
3193,Kabayanda H/C II,Kabayanda HC II,aRs9kg1lEWy,aPRNSGUR3vk
2437,Kabende H/C III,Kabende HC III,Nkq4sBVIoUd,m77oR1YJESj
2598,Kaberamaido Catholic H/C III,Kaberamaido Catholic Mission HC III,BWY57NKHPc0,QoRZB7xc3j9
2806,Kaberamaido H/C IV,Kaberamaido HC IV,PQfiDO16p19,QoRZB7xc3j9
2980,Kabeywa H/C III,Kabeywa HC III,K0MZ3COLlKt,aginheWSLef
2665,Kabigi H/C III,Kabigi Muslim HC II,ajaZHwTza6B,Ame30QOwuX6
1182,Kabira H/C III (Mitooma),Mitooma Kabira HC III GOVT,RKTrEW3Vw7X,FLygHiUd2UW
228,Kabira H/C III (Rakai),Kabira HC III GOVT,KC28vpic105,P8iz90eiIrW
2904,Kabizzi H/C II,Kabizzi HC  II,HtDqqOuCfA3,x75Yh65MaUa
2813,Kaboloi H/C III,Kaboloi HC III,mPn3Kj2J8r0,WiVj4bEhX4P
2669,Kabonero H/C III,Kabonero HC III,QhjzIx0abeY,m77oR1YJESj
1645,Kabubbu H/C III,Kabubbu HC II,CWamWxvYUWQ,aIahLLmtvgT
2545,kabuga H/C III,Kabuga HC III,JiXMZzyWhUb,uCVQXAdKqL9
3176,Kabugu H/C II,Kabugu HC II,aKzFgKWqIPv,UaR7OHycj8c
3246,Kabule H/C III,Kabule HC III,SCCtg0ytcin,Q7PaNIbyZII
2565,Kabungo H/C III,Kabungo HC III,lbLwvsxtAIk,ahyi8Uq4vaj
3279,Kabushaho H/C III,Kabushaho HC III,aXnnYprMwTq,It5UGwdHAPF
231,Kabuwoko Gvt HC III,Kabuwoko Gvt HC III,GREWqcdtoVn,P8iz90eiIrW
232,Kabuyanda H/C IV,Kabuyanda HC IV,K5Rwfv0pC4s,UaR7OHycj8c
2924,Kabwangasi H/C III,Kabwangasi HC III,akKqxsRNtae,WiVj4bEhX4P
233,Kabwohe Clinical Research Centre,Kabwohe Clinical Research Cenrer HC II,H3LpQ7tdT1P,xAJgEKKAeRA
234,Kabwohe H/C IV,Kabwohe HC IV,yTiZaVCinTc,xAJgEKKAeRA
235,Kabwoya H/C III,Kabwoya HC III,zdhmUkPsGjH,PJFtfCyp6Rb
3120,Kachanya H/C II,Kachanga Island HC II,smgogCHGxv3,JrHILmtK0OU
1394,Kacheera H/C III,Kacheera HC III,k3xgvufxeWb,P8iz90eiIrW
929,Kacheri H/C III,Kacheri  HC III,IW60hf7XNQ4,aPZzL4CyBTg
2970,Kachonga H/C III,Kachonga HC III,aPNq1GUh1et,MtpE3CH6vq3
2610,Kachumbala H/C III,Kachumbala HC III,BzFE9hikp6J,tdZbtg9sZkO
3076,Kadama H/C III,Kadama HC III,qebkADihERQ,Oyxwe3iDqpR
238,Kaderuna H/C III,Kaderuna HC III,BUS1uU9bfh8,kb7iUQISRlx
2934,Kadic Clinic Nakulabye,Kadic Clinic HC II,WWlY7qs18QI,aXmBzv61LbM
970,Kadungulu H/C III,Kadungulu HC III,FuXspRGeawu,zJfpujxC1kD
2232,Kafunjo H/C II,Kafunjo HC II,P3xQ9rXeVdo,hAoe9dhZh9V
3346,Kagadi Hospital,Kagadi Hospital,JLUfWD5Q5jB,orgY0d5MJa9
240,Kagando Hospital,Kagando Hospital,KhvLQSeeHZM,aa8xVDzSpte
3270,Kagano H/C III,Kagano HC III,zAPmrjVeufo,aPhSZRinfbg
3592,Kagezi HC III,Kagezi HC III,lJf5crQrZpO,aPhSZRinfbg
8220,Kagoggo H/C III,Kagoggo HC II,hkoHNZAApbg,Ame30QOwuX6
1232,Kagongi H/C III,Kagongi HC III,XQCqKzjyAZg,auswb7JO9wY
2428,Kagote H/C III,Kagote HC III,JOGgj0LGTiW,m77oR1YJESj
3155,Kagumu H/C III,Kagumu HC III,h10KjYB2xDh,Oyxwe3iDqpR
3154,Kagwara H/C II,Kagwara HC II,aoKmCk2WKgG,zJfpujxC1kD
3302,Kaharo H/C III,Kaharo HC III,kx0KBt6s0UP,zBIpPzKYFLp
3175,"Kahokya H/C II 	",Kahokya HC II,j3kOByZMdZu,aa8xVDzSpte
3282,Nangara H/C II,Nangara HC II,aH4vG0wm5U0,wZrfAgC3WrU
2374,Rubaare H/C III (Kabaale),Bubare HC III,Lz5IMmqsLcZ,wZrfAgC3WrU
3160,Kajjansi H/C III,Kajjansi HC III,DPRgzXMkh9U,aIahLLmtvgT
2874,Kakabara H/C III,Kakabara HC III,SbeNQXeGDyJ,a9tQqo1rSj7
962,Kakaire H/C III,Kakaire HC III,cDySnTOLPKt,aJR2ZxSH7g4
1177,Kakanju H/C III,Kakanju HC III,VV5c8F4HVjw,It5UGwdHAPF
2518,Kakasi C.O.U H/C III,Kakasi Gvt HC II,xNphiHRcbCC,uCVQXAdKqL9
2831,Kakatunda H/C III,Kakatunda HC III,SQlEN22KQM2,zBIpPzKYFLp
3080,Rubanda PHC H/C III,Rubanda Phc HC III,QTU5FkY0Zjl,wZrfAgC3WrU
3367,Kakindo H/C IV,Kakindo HC IV,KHdENRAXOQJ,Lnewt3iIJaK
2436,Kakinga H/C III,Kakinga HC III (Kabarole),GRmNMvXH6gl,m77oR1YJESj
2421,Kakira H/C III (Jinja),Kakira HC III,HiCwzjSmUWO,aJR2ZxSH7g4
2434,Kakira Sugar Ltd Hospital ,Kakira Worker's Hospital,ikdW0m1mt7H,aJR2ZxSH7g4
1039,Kakiri H/C III,Kakiri HC III,EAr7pVCRxF3,aIahLLmtvgT
1203,Kakoba Division H/C III,Kakoba Domiciliary Clinic,WjUTld3U8r2,auswb7JO9wY
1808,Kakoma H/C III,Kakoma HC III,RI4Fb24F84i,UaR7OHycj8c
1424,Kakomo H/C III,Kakomo HC III,kbiNehvstx4,zBIpPzKYFLp
976,Kakooge H/C III,Kakooge HC III,i1KIxI3H281,aUcYGQCK9ub
2063,Kakoola H/C III,Kakoola HC II (Nakasongola),aNWVZ9aCbQb,aSbgVKaeCP0
3301,Kakore H/C II,Kakore HC II NGO,dILdbpei9pW,wZrfAgC3WrU
2888,Kakoro H/C III,Kakoro   HC III,xz1FbbXXtew,WiVj4bEhX4P
247,Kakuka H/C III,Kakuka HC III,kvNr0D5clU1,g8M1cWRJZV6
3238,Kakumiro H/C IV,Kakumiro HC IV,aLPsQWPEMFT,Lnewt3iIJaK
2692,Kakure H/C II,Kakure HC II,cV6erj5W4Nh,QoRZB7xc3j9
249,Kakuuto H/C IV,Kakuuto HC IV,Ls1dG8v84Wu,P8iz90eiIrW
251,Kaladima H/C III,Kaladima HC III,jWmjHpZqNtY,C0RSe3EWBqU
3395,Kalagala H/C II (Buikwe),Kalagala HC II GOVT,fznvuJ4HgYn,x75Yh65MaUa
3394,Kalagala H/C II (Nakaseke),Nakaseke Kalagala HC II GOVT,F77VRAFi2dn,aSbgVKaeCP0
2372,Kalagala H/C IV,Kalagala HC IV,aZw4VQefUc4,tr9XWtYsL5P
2622,Kalaki H/C III,Kalaki HC III,BvO9dRkpqen,QoRZB7xc3j9
2668,Kalamba Community HC II,Kalamba Community HC II,aDGztjb0S7j,a3LMKP8z8Xj
3410,Kalangaalo H/C II,Kalangaalo HC II,Pg7u9XVV10i,Q7PaNIbyZII
253,Kalangala H/C IV,Kalangala HC IV,oTXa14pgh8f,JrHILmtK0OU
2953,Kalapata H/C III,Kalapata HC III,UR7F5sFNDQO,eOJUW6OGpc7
8217,Kalibu H/C III,Kalibu HC III,dUTmAyJW63T,aa8xVDzSpte
777,Kaliro H/C III (Lyantonde),Kaliiro HC III,MsrKKJaEXiV,aPRNSGUR3vk
2257,Kaliro Town Council HC II,Kaliro Town Council HC II,akGUnEvfeLd,kJCEJnXLgnh
255,Kalisizo Hospital,Kalisizo Hospital,eZPhMsZGZza,P8iz90eiIrW
1100,Kalonga H/C III,Kalonga HC III,YaUCgS8WMMW,lzWuB6bCQeV
256,Kalongo Ambrosoli Memorial HOSPITAL,Kalongo Ambrosoli Memorial HOSPITAL,y8q1syPdfdK,ztIyIYAzFKp
2685,Kalowang H/C III,Kalowang HC III,OgnUw0a7ORO,Xjc0LDFa5gW
3026,kaluba H/C II,Kaluba HC II,GTYUYJ2Ueyu,mv4gKtY0qW8
1171,Kalungi H/C III (Nakasongola),Kalungi HC III,wgSmdZGeb5I,aUcYGQCK9ub
2536,Kalungi H/C III(Kalungu),Kalungi HC II,i6hyU0bywAr,ahyi8Uq4vaj
257,Kalungu H/C III,Kalungu HC III,wKczE4oVqOy,ahyi8Uq4vaj
2583,Kamacha H/C III,Kamaca HC III,MexhLyMSilA,saT18HClZoz
2779,Kamaka H/C III,Kamaka HC III,S26rammWZ0Y,WyR8Eetj7Uw
3091,Kambaala H/C III,Kambaala HC II,a3KGKqpABTy,Q7PaNIbyZII
259,Kambuga Hospital,Kambuga Hospital,CCW0LpJoTnO,aphcy5JTnd6
1661,Kambugu H/C III (Kiboga),Kiboga Kambugu HC II GOVT,CMNFahpvV4I,GLHh0BXys9w
3110,Kameke H/C III,Kameke HC III,A5sNBoMutHJ,WiVj4bEhX4P
1432,Kameruka H/C III,Kameruka HC III,ptpCYlWn6s7,kb7iUQISRlx
3064,Kamese H/C II,Kaimese HC II,p6TLE7qdXyr,eOJUW6OGpc7
2373,Kamira H/C III,Kamira HC III,SQgzVzwkRjK,tr9XWtYsL5P
3224,Kamod H/C II,Kamod HC II,lwOFIJ6tbNa,zJfpujxC1kD
1524,Kamonkoli H/C III,Kamonkoli HC III,aEAa6essoBR,kb7iUQISRlx
260,Kampala  Dispensary,Kampala Dispensery HC III,u0XUzxV310O,aXmBzv61LbM
2331,Kampala Medical Chambers,Kampala Medical Chambers HC II,VSDTCc2of9f,aXmBzv61LbM
1704,Kampiringisa H/C III,Kampiringisa HC III,mm6DbH6wKeQ,YMMexeHFUay
3292,Kamubeizi H/C II,Kamubeizi HC II,PGpdN6nh3Lz,UaR7OHycj8c
2623,Kamuda H/C III,Kamuda HC III,a4070sNyyVO,srmGjHrpVE5
262,Kamuganguzi H/C III,Kamuganguzi HC III,c9Fq5DlB3y5,zBIpPzKYFLp
2875,Kamuge H/C III,Kamuge HC III,muwJAkGOjj5,WiVj4bEhX4P
264,Kamukira H/C IV,Kamukira HC IV,aVKmbSeBF1N,zBIpPzKYFLp
1536,Kamukuzi Division H/C II,Kamukuzi Division HC II,qbh38u2Laz4,auswb7JO9wY
2226,Kamulegu H/C III,Kamulegu HC III,VQlQ4IXDdFm,bIONCoCnt3Q
265,Kamuli District Govt Hospital,Kamuli Hospital,LVFyV61bpdi,oyygQ2STBST
266,Kamuli Mission Hospital,Kamuli Mission Hospital,Zix3B1axH9x,oyygQ2STBST
267,Kamwenge H/C III,Kamwenge HC III,ACckadqFYV7,uCVQXAdKqL9
268,Kamwezi   H/C IV,Kamwezi HC IV,Yy2ZLOpEx2S,zBIpPzKYFLp
269,Kamwokya Christian Caring Community,Kamwokya Christian Caring Community HC I,vTqB8UrtjVT,aXmBzv61LbM
2587,Kanamba H/C III,Kanamba HC III,aXspFLZSsut,aa8xVDzSpte
2546,Kanara H/C II,Kanara HC II,btYQmvsgNkg,uCVQXAdKqL9
2998,Kanawat H/C III,Kanawat HC III,aCfdOhOH9ni,aPZzL4CyBTg
3401,Kandago H/C II,Kandago HC II,NkER3oDFQZb,zBIpPzKYFLp
2309,Kalungu Uganda Cares,Lukaya Health Care Center (Uganda Cares),mqCkkaqoMNA,ahyi8Uq4vaj
272,Kangai H/C III,Kangai HC III,aP04v4fQbSd,wMQ25dybdgH
3071,Kangalaba H/C III,Kangalaba HC III,zgyDdqkSzJA,MtpE3CH6vq3
2733,Kango H/C III,Kango HC III,aoc8dFcHiqR,A4aGXEfdb8P
2956,Kangole H/C III,Kangole HC III,ZIqDFJwbapx,EDhGji3EteB
274,Kangulumira H/C IV,Kangulumira HC IV,RSFwMQwN99b,ykxQEnZGXkj
8251,Kangulumira Intergrated,Kangulumira I.H.P HC II,jAkXsSQHYAZ,ykxQEnZGXkj
903,Kanoni H/C III (Gomba),Gomba Kanoni HC III GOVT,XsLMulDu2aw,lQj3yMM1lI7
275,Kanoni H/C III (Kiruhura),Kiruhura Kanoni HC III GOVT,Mr238FVwJOm,qf9xWZu7Dq8
2903,Kansambwe H/C II,Kasambwe HC II,aB8VPjofx5K,a0DfYpC2Rwl
276,Kanungu H/C IV,Kanungu HC IV,EU9ZacQmfpW,aphcy5JTnd6
3303,Kanyabwanga H/C III,Kanyabwanga HC III,N5mmOltRto8,FLygHiUd2UW
1285,Kanyamwirima H/C III,Kanyamwirima Army  HC III,ZqwV5PWv4Pt,g8M1cWRJZV6
1502,Kanyantorogo H/C III,Kanyantorogo Gvt HC III,NLIAgxXVsuv,aphcy5JTnd6
2642,Kanyum H/C III,Kanyum HC III,al7HcOssdLZ,saT18HClZoz
3263,Kanywamaizi H/C III,Kanywamaizi HC III,aKwOiCIvmn5,UaR7OHycj8c
3288,Kanywambogo H/C III,Kanywambogo HC III,aDcEum2g6mY,r8WLxW9JwsS
3391,Kanziira H/C II,Kanzira HC II,SCOrhnwQX8k,lQj3yMM1lI7
3295,Kapawai H/C III,Kapuwai HC III,aIW9h5nP603,WiVj4bEhX4P
2886,Kapchorwa Hospital,Kapchorwa HOSPITAL,zpmUD2YzPnn,aginheWSLef
2969,Kapedo H/C III,Kapedo HC III,U1aETxtSI4A,eOJUW6OGpc7
280,Kapeeka H/C III,St. Jerome Cove Kapeeka HC III,jloriHnudvr,aSbgVKaeCP0
2736,Kapelebyong H/C IV,Kapelebyong HC IV,YJz6q902UGT,TM6ccNxawqy
2606,Kapir H/C III,Kapir HC III,pGfuON6s6cD,aj4hsYK3dVm
2911,"Kapkoloswo H/C III 	",Kapkoloswo HC III,apNXE4NwXoP,e8m9ZYMRoeR
2887,Kaproron H/C IV,Kaproron HC IV,IyYvTavDSou,h1O9AvNR4jS
2604,Kapujan H/C III,Kapujan HC III,uRzFsC6osk8,cSrCFjPKqcG
2530,Karambi H/C III (Kabarole),Karambi HC III (Kabarole),aOKbOOqOG6Y,m77oR1YJESj
2402,Karambi H/C III (Kaseese),Karambi Nursing Home HC II,rgeIuEgKqri,aa8xVDzSpte
284,Karenga H/C IV,Karenga HC IV,RwUs7iX5S49,eOJUW6OGpc7
3392,Karinga H/C II,Karinga HC II,IgDdvRDyk3K,VuHCApXcMTm
2983,Karita H/C III (Amudat),Karita HC III,UdwbvvdzVVQ,a8RHFdF4DXL
2504,Karongo H/C III,Karongo HC III,a3CefBcMInT,PJFtfCyp6Rb
2540,Karugutu H/C IV(Ntoroko),Karugutu HC IV,A6P3WOAXDru,z8D9ER36EKN
8240,Karuhembe H/C II,Karuhembe HC II,KPpGdhcZvNE,tugqr4dY6wq
286,Karungu H/C III (Buhweju),Karungu HC III,Q2xPLKiCPXu,Q2xPLKiCPXu
2423,Karungu H/C III (Kiryandongo),Karungu HC III NGO,QHsCNVmRURq,B0G9cqixld8
916,Kyamulibwa H/C III,Kyamulibwa Gvt HC III,mgr6AHrRokx,ahyi8Uq4vaj
2814,Karusandara H/C III,Karusandara HC III,XOOHZdLmPvN,aa8xVDzSpte
2848,Karwensanga H/C II,Karwesanga HC II,COHtAqML4yd,auswb7JO9wY
2978,Karwenyi H/C II,Karwenyi HC III,aIMGuhKI9Kc,a9tQqo1rSj7
1350,Kasaali  H/C III,Kasaali HC III,ZLJUYEZegpQ,P8iz90eiIrW
3320,Kasaana H/C III,Kasana HC III,sr5WqM2cefh,UaR7OHycj8c
856,Kasagama H/C III,Kasagama HC III,jX2AtJy4xmQ,aPRNSGUR3vk
2375,Kasala H/C III,Kasaala St. Mary HC III,DAcqiebFOcd,tr9XWtYsL5P
2697,Kasambiika H/C III,Kasambika HC III,FSVMTORF0Dn,oNxpMjveyZt
3226,Kasambya H/C III (Kakumiro),Kakumiro Kasambya HC III GOVT,ciUSl2fbKMZ,Lnewt3iIJaK
1307,Kasambya H/C III (Kalungu),Kalungu Kasambya HC III GOVT,MLgsYoX2xWW,ahyi8Uq4vaj
847,Kasambya H/C IV (Mubende),Mubende Kasambya HC III GOVT,asPYa4kd1vo,lzWuB6bCQeV
3148,CDC-Kiruddu,Mulago Medical Services - Kiruddu   Lab.,NoxDnStfVIK,aXmBzv61LbM
289,Kasanga PHC III,Kasanga Phc HC III,DUIjxnnEApZ,aa8xVDzSpte
290,Kasangati H/C IV,Kasangati HC IV,a4SedC8Ix2O,aIahLLmtvgT
734,Kasanje H/C III,Kasanje HC III,srSDFLCcrSi,aIahLLmtvgT
291,Kasasa H/C III,Kasasa HC III,agw4uqikZnP,P8iz90eiIrW
3075,Kasasira H/C III,Kasasira HC III,Azo3MsuykUZ,Oyxwe3iDqpR
829,Kasawo H/C III,Kasawo HC III,zbDMSGLsc1J,a0DfYpC2Rwl
1113,Kaseeta H/C III,Kaseeta HC II,k38SanlZHyl,PJFtfCyp6Rb
2655,Kasekulo H/C II,Kasekulo HC II,FzjQcOWAApu,JrHILmtK0OU
2478,Kasenda H/C III,Kasenda HC III,t2B8bbXaxBm,m77oR1YJESj
1526,Kasensero H/C II,Kasensero HC II,KyCqBaEFJk5,P8iz90eiIrW
3077,CPHL ,Central Public Health Laboratories,SMIjfVQOl1g,aXmBzv61LbM
3053,Kaserem H/C III,Kaserem HC III,S8LH3k8Bkir,aginheWSLef
2458,Kasese Municipal Council H/C III (KMC),Kasese Municipal Council HC III,XI4OsjZYmtZ,aa8xVDzSpte
1229,Kashambya H/C III,Kashambya HC III,jtrHsubBsqd,zBIpPzKYFLp
1398,Kashare H/C III,Kashare HC III,ahkQO7FQKKK,auswb7JO9wY
1570,Kashenshero H/C III,Kashenshero HC III,Lu7D9BapOxL,FLygHiUd2UW
1293,Kashongi H/C III,Kashongi HC III,h2IH7DjeJ21,qf9xWZu7Dq8
3260,Kashumba H/C III,Kashumba HC III,ak2gK9gfyQS,UaR7OHycj8c
2883,Kasodo H/C III,Kasodo HC III,QIGx6E6L3Y5,WiVj4bEhX4P
2342,Kasozi H/C III (Luwero),Kasozi HC III GOVT,Z2Mr0fdyDaz,tr9XWtYsL5P
1262,Kasozi H/C III (Wakiso),Wakiso Kasozi HC III GOVT,ZDdH3JVg9pD,aIahLLmtvgT
295,Kassanda H/C IV,Kassanda HC IV,vSPwh0RCueD,lzWuB6bCQeV
1833,Kasubi H/C III,Kasubi HC III,sHwAlmYg5Hs,x75Yh65MaUa
2932,Kasule H/C III,Kasule HC III,eW5633TN0Vm,a9tQqo1rSj7
2438,Kasunganyanja H/C III,Kasunganyanja HC III,cvhndG0NLZe,m77oR1YJESj
2442,Kasusu H/C III,Kasusu HC III,aO5NU9dvqqT,m77oR1YJESj
2486,Kaswa H/C III,Kaswa HC III,aQTBvjHZAw9,m77oR1YJESj
299,Katabi Military Hospital,Katabi Military HC III,FMhE2V9s2bo,aIahLLmtvgT
2401,Katadoba H/C III,Katodoba (Umsc) HC III,c39yKQqyCK3,aa8xVDzSpte
2688,Katakwi General Hospital,Katakwi General Hospital,l5XOgabZp4j,cSrCFjPKqcG
2427,Kataraka H/C IV,Kataraka HC IV,aVcdIF2qcWc,m77oR1YJESj
303,Katerera H/C III,Katerera HC III,nLcJPspov8c,fS71jg1WYPk
913,Kateta Gvt HC III,Kateta Gvt HC III,TawGPygknTa,zJfpujxC1kD
1734,Katete H/C III,Katete HC III,zu1VixoD4pu,aphcy5JTnd6
2894,Kathile H/C III,Kathile HC III,JWg30TuiiEV,eOJUW6OGpc7
2343,Katikamu H/C III,Katikamu SDA HC II,rRB4rWMdUS9,tr9XWtYsL5P
2344,Katikamu-Kisule H/C III,Katikamu  HC III,Ec5yJybMqpe,tr9XWtYsL5P
305,Katimba H/C III,Katimba HC III,sTlap0cwcNo,j7AQsnEYmvi
2314,Katira H/C III,Katira HC III,CbZsLxa0Zp6,kb7iUQISRlx
2535,Katojo H/C III (Prisons),Katojo Prisons HC III,TSYQk88VWVI,m77oR1YJESj
766,Katoogo H/C III,Katoogo HC III,axNVMZcgPLU,a0DfYpC2Rwl
2742,Katooke H/C III,Katooke HC III,ounetWmXUdw,O9MoQcpZ4uA
1225,Katovu H/C III,Katovu HC III,qp3zotdBH8Y,aqpd0Y9eXZ2
1217,Katulikire H/C III,Katulikire HC III,auWHq0LQsFf,B0G9cqixld8
2534,Katunguru H/C II (Kasese),Katunguru HC II,ai5Sfj3nu9K,aa8xVDzSpte
3217,Katunguru H/C III(Rubirizi),Katunguru HC III,VeLWYyVm43q,fS71jg1WYPk
3021,Katutaine H/C II,Kasutaime HC II,EoHnqQ9tho5,mv4gKtY0qW8
2345,Katuugo H/C II,Katuugo HC II,cYPtAEauxNe,tr9XWtYsL5P
307,Katwe H/C III (Kasese),Kasese Katwe HC III GOVT,n5XFXJQhdtb,aa8xVDzSpte
1316,Katwe H/C III (Kiboga),Kiboga Katwe HC III GOVT,FHtJEqFHwS4,GLHh0BXys9w
3272,Kavule H/C II,Kavule HC II,bWOR5fD8vdv,x75Yh65MaUa
971,Kawaala Health Centre HC III,Kawaala Health Centre HC III,wepUthscBkh,aXmBzv61LbM
738,Kawanda H/C III,Kawanda HC III,avZWtMODscD,aIahLLmtvgT
309,Kawempe H/C IV,Kawempe HC IV,BrtC10sqp45,aXmBzv61LbM
310,Kawempe Home Care Initiative CLINIC,Kawempe Home Care Initiative CLINIC,QgAL2KJE7g4,aXmBzv61LbM
2053,Kaweweta H/C III,Kaweweta HC II,AUl2LinS4Zb,aSbgVKaeCP0
2863,Kawoko Muslim H/C III,Kawoko muslim HC III,A7BAVMsywaQ,Ame30QOwuX6
311,Kawolo Hospital,Kawolo Hospital,nKKX3gA72zS,x75Yh65MaUa
1179,Kawongo H/C III,Kawongo HC III,xFu5BXdkrZj,ykxQEnZGXkj
1063,Kayango H/C III,Kayango HC III,BNsfT2yL0kW,gUaoj8Geuao
2290,Kayanja H/C II,Kayanja HC II Lwankoni GOVT,zwfMFtrP9wk,P8iz90eiIrW
1774,Kayonza H/C III (Kanungu),Kayonza Tea Factory HC III,x65jpp0WQnc,aphcy5JTnd6
8226,Kayonza H/C III (Ntungamo),Kayonza Ntungamo HC III GOVT,H9Kdh2eKGyz,hAoe9dhZh9V
3206,Kayonza Tea Factory,Kayonza Tea Factory HC III,x65jpp0WQnc,aphcy5JTnd6
313,Kayunga Hospital,Kayunga Hospital,sFIS2oxchec,ykxQEnZGXkj
2976,Kazinga H/C III,Kazinga HC III,ck9FaUIhQAl,a9tQqo1rSj7
314,Kazo H/C IV,Kazo HC IV,stVRVnZtZVM,qf9xWZu7Dq8
984,Kazwama H/C II,Kazwama HC II,hwNTd8tjyyR,aUcYGQCK9ub
3106,Kebisoni H/C IV,Kebisoni HC IV,Th69WKFWepR,tugqr4dY6wq
3040,Kei H/C III,Kei HC III,yMnNUBDNr21,W1JM2Qdhcv3
2327,Kerekerene H/C III,Kerekerene HC III,u16ZU15t0aX,kb7iUQISRlx
2132,Kibaale  H/C II( Rakai),Kibaale HC II GOVT,AjwnALSnLrK,P8iz90eiIrW
317,Kibaale HC IV (Kibaale),Kibaale HC IV (Kibaale),hHaqQ2NBBOs,tM3DsJxMaMX
1598,Kibale H/C III(Palisa),Kibale HC III,BsWuppxjpNO,WiVj4bEhX4P
2589,Kibalinga H/C III,Kibalinga HC III,M5caUvrHw5q,lzWuB6bCQeV
1820,Kibanda H/C II (Kabale),Kibanda HC II,OFHXaWocktQ,zBIpPzKYFLp
873,Kibanda H/C III (Rakai),Kibanda HC III,GbWR7VCRA6Y,P8iz90eiIrW
1291,Kibengo H/C II (Isingiro),Kibengo HC II NGO,oWA8scZHcEV,UaR7OHycj8c
3092,Kibengo H/C III (Luweero),Kibengo HC III,LzGj85cv2nZ,tr9XWtYsL5P
2561,Kibibi Nursing Home H/C III,Kibibi Nursing Home HC III,gr1CRYxuJmr,a3LMKP8z8Xj
2426,Kibiito H/C IV ,Kibiito HC IV,egswmCc8ssL,m77oR1YJESj
3646,Kibirizi HC III,Kibirizi HC III,JzvyKeN1NIO,tugqr4dY6wq
320,Kiboga Hospital,Kiboga Hospital,acJji9Ruj5T,GLHh0BXys9w
3057,Kibuku H/C IV,Kibuku HC IV,kEAAnF6s9TJ,Oyxwe3iDqpR
322,Kibuli Muslim Hospital,Kibuli Hospital,Ygv5366dTvl,aXmBzv61LbM
1786,Kibuuka H/C II,Kibuuka HC II,a5K7IVmM7zJ,P8iz90eiIrW
3339,Kibuzigye H/C II,Kibuzigye HC II,Gs7eHzXTWS8,wZrfAgC3WrU
2549,Kicheche H/C III,Kicheche HC III,PjSakZGVHq5,uCVQXAdKqL9
2677,Kichinjaji H/C III,Northern Division HC III,CxzGSxEbecK,srmGjHrpVE5
2808,Kichwamba H/C III (Rubirizi),Rubirizi Kicwamba HC III,deqUOFQ4Gqn,fS71jg1WYPk
8238,Kicwamba H/C III,Kicwamba HC II,QF3ff0Cof9s,uCVQXAdKqL9
2476,Kicwamba H/C III (Kabarole),Kicwamba HC III (Kabarole),GlGBqdv4DH9,m77oR1YJESj
1467,Kida Hospital,Kida Hospital,QEpV6yJSsCN,m77oR1YJESj
1960,Kidawalime Nursing Home HC II,Kidawalime Nursing Home HC II,gt954ahlttH,a3LMKP8z8Xj
